user,review,rating
Pengguna Google,"Banyak buyer nipu, sampe2 barang gw di tuker dan toped lepas tangan, padahal dia yang acc",1
Pengguna Google,"Sebenernya dari segi promo oke, cuma ada beberapa alasan kenapa saya kasih bintang segini 1. Buat ajukan komplain sering loading padahal banyak barang yang pas dikirim gak sesuai sama deskripsi. 2. Tokopedia care balesnya terlalu lama. 3. Banyak produk yang lolos buat diperjual belikan padahal gak sesuai deskripsi 4. Ketika promo besar2an selalu dibatalkan oleh sistem 5. Begitu email kendala ke tokped disuruh hubungi Tokopedia care. Mohon tingkatin layanannya lagi!!!",2
Pengguna Google,sangat puas,5
Pengguna Google,Gk bisa diinstal error' bos,1
Pengguna Google,refund barang berhasil sampai barangnya. akan tetapi barang yg saya beli 175 rb tapi yang di refund hanya 146 rb. kembalikan dana saya. orang refund barang jngn di dzolimi uang pembelinya. sudah susah di percaya,1
Pengguna Google,Good Job,4
Pengguna Google,"saya beri bintang 4 dulu, karena banyak seller yang tidak kirim orderan. harusnya seller yang sudah tidak aktif agar di kick dari list seller Tokped. Terima kasih",4
Pengguna Google,Ekpedisi pengiriman paling buruk Yaitu marketplace Tokopedia dengan Kurir Recomedasi nya. pelayanan pengiriman yang sangat sangat buruk sekali. parah.. Dan payah...👎,1
Pengguna Google,mantap,5
Pengguna Google,"Sistem pencarian lebih baik yang dulu, semakin banyak kata di ketik semakin spesifik barang yang kita cari. dan ketika sort harga, hasilnya barang diluar pencarian ikut muncul.",4
Pengguna Google,mntap gan..,5
Pengguna Google,Jangan terlalu mahal ongkir nya sehingga TDK sesuai dengan voucher gratis ongkir dan diskon membuat orang berfikir panjang utk berbelanja di Tokopedia,2
Pengguna Google,customer service pajangan doang.,1
Pengguna Google,"Aku mau co barang tapi gabisa, aneh bgt voc nya juga gabisa dipake.",1
Pengguna Google,cocok,5
Pengguna Google,Bagus sekali membatu saya buat buka usaha,5
Pengguna Google,"transaksi mudah, dan cepat",5
Pengguna Google,"bgus bagt menurut aku Karna gak ribet kayak toko sebelah, khususnya dibagian penarikan Dana yang langsung bisa ditarik Dan di sediakan tanpa embel embel FOTO KTP dll. saya belum lama pake Tokopedia jadi belum terlalu faham, tolong pihak Tokopedia perbaiki kecepatan membuka item, solanya (mungkin) cuma di saya yang lalot bgt, tapi ditoko sebelah malah cepat padhal sudah update SI Tokopedianya.",3
Pengguna Google,Menu chat ato pesan ga bisa dibuka.,1
Pengguna Google,Saya pengguna setia toped tapii kenapa skrng terlalu banyak voucher tapi ga bisa di gunakan hanya toko tertentu aja,1
Pengguna Google,Di tokopedia semua lengkap dan harganya miring tapi kualitas bagus,5
Pengguna Google,mantap,5
Pengguna Google,apk tokopedia sangat membantu bagi saya yang usaha dengan modal minim,5
Pengguna Google,":) sameday tpi ngk di proses2 dan kash info.. pass mau cancel malah hrus tunggu penjual.. paling malas layanan yang ngk sesuai , makasih",1
Pengguna Google,terimakasih pelayannannya,5
Pengguna Google,sip dah,5
Pengguna Google,good,5
Pengguna Google,"TokoPedia yg sekarang di per sulit pengembalian saldo, tidak seperti aturan TokPet dulu",1
Pengguna Google,mantap,5
Pengguna Google,"mudah dan cepat, sayang layanan paylater sudah tidak bisa di gunakan lagi.",3
Pengguna Google,rekomendasi,5
Pengguna Google,good app 😍😍,5
Pengguna Google,gopaylater udh di bayar tpi mau di pake gli gk bisa kocak.,5
Pengguna Google,mohon kembalikan saldo saya min saya tidak merasa membeli barang apapun saldo saya di sedot oleh aplikasi tokopedia termiakasih,1
Pengguna Google,respon cepat,5
Pengguna Google,semoga tidak kecewa,5
Pengguna Google,"saldo dana hilang karena ada transaksi aneh yg mengatasnamakan tiktokshop by Tokopedia,,uang saya hilang dan pihak ini tidak bertanggungjawab",1
Pengguna Google,"di rubah jangan hanya kurir ekonomi dan lain - lain, kasih penjelasan, misalnya J&T, JNE, hanya beberapa saja, semua store ada, saya sering debat dengan orang tua, karena paket, sampai ke rumah orang tua, bukan ke saya",1
Pengguna Google,mntapzzz bingitttt,5
Pengguna Google,Apk nya bagus tapi makin sini kalo mau beli barang gabisa bayar di tempat,2
Pengguna Google,"Sangat mengecewakan ,promo nya makin gak ada pengiriman nya makin lelet padahal udah akhir estimasi tapi paket saya gak dateng juga leleettt bet terus saya hubungi cs pun di anggurin gak di respon sama sekali Tokped mengecewakan!!!!",1
Pengguna Google,Nice,5
Pengguna Google,Parah setelah update.. Mending toko oren,2
Pengguna Google,puas deh belanja disini😊,5
Pengguna Google,❤❤❤❤ sangat baik sukses selalu,5
Pengguna Google,tokopedia sekarang pilih pilih pengguna lama tidak di beri promo sama sekali dan pengguna baru banyak promo,5
Pengguna Google,Update teroooosss Malah tambah ribet,5
Pengguna Google,belanja yg simpel,5
Pengguna Google,cepat dan mudah,5
Pengguna Google,Sangat bagus,5
Pengguna Google,Tokopedia datengnya lama banget saya beli Dateng ya lama banget,1
Pengguna Google,"Dari pihak aplikasi kenapa tidak memberikan hukuman yang setimpal kepada ekspedisi yang suka mangkir dari tugas. Sudah melebihi batas pengiriman tapi, paket saya tidak ada kejelasan dari pihak ekspedisi. Hal ini sudah terjadi beberapa kali dengan ekspedisi yang sama. Kalau memang tersangka tersebut sudah tidak layak menjadi mitra ekspedisi dari aplikasi ini, seyogyanya diputus hubungan kemitraannya saja. Agar pembeli tidak mendapatkan kerugian atas mangkirnya ekspedisi dari tugasnya.",1
Pengguna Google,belanja,5
Pengguna Google,ditunggu seminggu barang ga sampe,1
Pengguna Google,Bagus Cepat respon Dan meberi solusi👍❤,5
Pengguna Google,"Penjual ga mau tanggung jawab ,, mau ngajuin pengembalian aplikasinya malah ngga dukung kaya sengaja gitu ,, mending ga usah beli d tokopedia lagi ngga usah di unduh ini apk gblg ,, nyesell beli d tokopedia penjualnya jg ngga ramahh ga mau respon",1
Pengguna Google,Manap Mantap,5
Pengguna Google,lancar jaya,5
Pengguna Google,Terimakasih tokopedia care sdh membantu,5
Pengguna Google,memuaskan,5
Pengguna Google,good,5
Pengguna Google,👍,4
Pengguna Google,GG Tokopedia,5
Pengguna Google,membantu. sekali,5
Pengguna Google,"Mengapa harus dipaksakan untuk update aplkasi ?, online shop yang ongkirnya tembus ke alam ghaib, wajar kalau banyak toko yang sudah tutup di tokopedia. Dulu tempat belanja favorit, sekarang lebih sering singgah sekedar mengisi daftar absen......😷😷😷",1
Pengguna Google,Buruk,1
Pengguna Google,Mumpung belum nyesel jangan download aplikasi ini. . . Ini aplikasi ruwet Mending pakai shoope /lazada lebih enak gak seribet apk toko pedia Dari pada kalian rugi cukup saya saja yang di rugikan sama aplikasi ini,1
Pengguna Google,Josss,5
Pengguna Google,Versi web mau bayar pulsa pas pilih metode pembayaran loading lama sekarang udah mulai kikir tidak ada gratis ongkir,1
Pengguna Google,semoga dpt menjadi pilar dlm menjunjung tinggi UU perlindungan konsumen.,5
Pengguna Google,Baik,4
Pengguna Google,Sangat pemuaskan,5
Pengguna Google,"Buruk buat saya, saldo dana saya di retas oleh pihak tokopedia.",1
Pengguna Google,"Kl bisa sering sering diberikan voucher ini, bilan cuman 1 x aja.",4
Pengguna Google,👍🏻,5
Pengguna Google,beih hemat,4
Pengguna Google,ribet,1
Pengguna Google,Keren 👍🙏,5
Pengguna Google,"Kok pengajuan cc tokopedia saya gk ad kepastia hnya ada tanda tangan pasahal sudah di tanda tangan,,,kalau mau di tolak yah tolak jgn gk ad kabar prosesnya ,,payah",1
Pengguna Google,"bagian filter pas kita mencet kategori tidak berfungsi pas updatean baru, tolong diperbaiki mimin tokped",5
Pengguna Google,ok,3
Pengguna Google,Bagus,4
Pengguna Google,Ya lebih bagus dan menarik banyak pilihan,4
Pengguna Google,CS slow respon,1
Pengguna Google,belanja 7 item satu item nya 27 rb masak total nya jadi 700 rb gila belum sama ongkir dan admin lainya 🤦,1
Pengguna Google,dibatalin mulu padahal barau mesen paket,1
Pengguna Google,bagus banget mudah dan banyak piliha. metode pembayaran,5
Pengguna Google,BAIK TRIMS.,4
Pengguna Google,lambatnya,4
Pengguna Google,harga tdk sesuai,1
Pengguna Google,di batalkan sistem,1
Pengguna Google,bayar pakai bca kok sudah gak bisa ya?,5
Pengguna Google,aplikasi ga jelas pesanan dibatalkan oleh pihak tokopedia pdahal gada aneh',1
Pengguna Google,Kurang simple cara beli barang,3
Pengguna Google,Layanan tokped care jelek tidak ada solusi,1
Pengguna Google,membantu memenuhi kebutuhan yg diperlukan dgn harga yg lebih ekonomis,5
Pengguna Google,Setelah update jadi force close mulu,2
Pengguna Google,saldo gopay menguap secara ajaib setelah buka aplikasi Tokopedia.,1
Pengguna Google,mantap..banyak diskon nya/promo.. trimakasih tokopedia,5
Pengguna Google,"hai, saya sebagai pengguna setia Tokopedia ingin memberi saran agar untuk update kedepannya keamanan di aplikasi Tokopedia di tingkatkan lagi/di beri keamanan ekstra, jujur saya agak kecewa karena masih banyak seller/penjual licik yang memberi rating atau ulasan ke akun toko nya sendiri, mohon di tingkatkan lagi keamanannya agar tidak terjadi seperti itu lagi.",4
Pengguna Google,"kenapa kok gk semua akun dpt grts ongkir plus diskon harga ya kak,,",2
Pengguna Google,mantap,5
Pengguna Google,"Ga ngerti apa yg dipikir tim nya Toped sekarang???? 1. Tidak bisa kasih ulasan, lha trus review user produk bagus atau ngga kemana ? 2. Diskusi Produk dimatikan, kaco! 3. info kapan penjual aktif jg hilang, payah nih jd ga ngerti kalo seller ni niat jualan atau ngga di lapaknya. 4. Banyak temen seller yg ngeluh produknya di banned, what ??? 5. Posisi Notifikasi jadi harus 2 langkah ga nyaman banget!! please dech, kembalikan Toped spt biasa yg dah nyaman. ojo aneh2",1
Pengguna Google,paket saya tnggal 5 Sampai 13 belum smpai pada tanggal ini juga,1
Pengguna Google,"jujur mengecewakan saya pesen dari tanggal 8 sampai sekarang terus mau ajukan komplain harus nunggu 1x24 jam saya aja pesan tanggal 8 belom di kirim, maaf saya kasih ranting sgtu",1
Pengguna Google,pengiriman lama,1
Pengguna Google,"sepertinya hanya iming2 saja toped card, 3-4 kali tidak ada 1 pun di acc. waktu tunggu agar bisa ajukan kembali terlalu lama. asli PHP hahahhaha...",1
Pengguna Google,"Tolong menu riwayat hapus chat di munculkan kembali, terlalu banyak chat jadi risih lihatnya",3
Pengguna Google,"Saya sebagai pengguna baru merasa tidak nyaman.. Setiap pembelian di tolak sistem .. Gak jelas ,dan gak ada solusi Mana discoun nya ikut ilang Gak bener mending ke toko sebelah",1
Pengguna Google,sukaaaa,5
Pengguna Google,"apaan sih saya mau ubah nomor telpon gk bisa, saya emang udah lama tidak menggunakan aplikasi ini di karenakan nomor telpon sudah tidak aktif, dan email sempat lupa sekarang udah bisa, tapi pas mau masuk lewat email di suruh aupload ktp, udah saya lampirkan tapi gk bisa buat ngirim gimana sih nih, akun saya atas nama abdul Muis sihombing",1
Pengguna Google,bagus bgt,5
Pengguna Google,Minim promo pengguna baru. Uninstall aja...!!!,1
Pengguna Google,nice,5
Pengguna Google,"Sumpah lemot kali aplikasi kalian, tolong lah di perbaiki, masak kalah smaa shopee",1
Pengguna Google,"Parah pengiriman oleh kurir rekomendasi nya, terutama JNE selalu muter-muter paketnya. Padahal udah nyaman belanja di Tokopedia",3
Pengguna Google,ok,4
Pengguna Google,semoga ada promo lagi,5
Pengguna Google,bagus banget apk nya😁,5
Pengguna Google,Menipu dg iming2 cashback.. Nomer sy di blokir,1
Pengguna Google,jarang dapet Gratis ongkir walaupun blanja nominal 9jta. beda sama yang ono itu. selalu ada gratis ongkir padahal pembelian di 30k. ada apa dengan aplikasi milik Indonesia?,2
Pengguna Google,Awal2 bisa cod pas beli lagi kok gabisa cod,2
Pengguna Google,sukses tokped.. promonya kereen..,4
Pengguna Google,bagus sekali,5
Pengguna Google,baik,4
Pengguna Google,sempurna,5
Pengguna Google,sangat menguntungkan,5
Pengguna Google,alhamdulilah seer diskon na,4
Pengguna Google,Goodd,4
Pengguna Google,"sekarang klo cari barang susah, mau search barang yang dicari malah muncul yg lain + kebanyakan yg muncul itu yg dipromosiin aja tidak sesuai dengan yg diketik",2
Pengguna Google,good online shop,5
Pengguna Google,cocok,5
Pengguna Google,ada voucher toko tapi tidak bisa di pakai di akun saya. payah,1
Pengguna Google,"Saran aja Sensor alamat pembeli di resi, kan itu termasuk privasi, jadi yang tau hanya pihak tokopedia, dan kurir",1
Pengguna Google,lebih di tingkatkan lagi gratis ongkir y,5
Pengguna Google,Ok,4
Pengguna Google,sangat membantu,5
Pengguna Google,nice🥰🥰😘😘😍,5
Pengguna Google,"kenapa aku udah ngundang orang bonusnya ga masuk"" yah",1
Pengguna Google,Baik ok bermanfaat👍,5
Pengguna Google,"Seperti saya mengalami banyak bug disini, sering kali ketika ingin check out barang malah gagal dan harus relog agar normal kembali, ini sangat tidak menyenangkan, lalu juga ada beberapa bug pada sistem yang membuat tampilan agak error dan tidak bisa disentuh atau tidak bisa scroll kebawah, ini sangat mengganggu, saya harap ini segera diperbaiki",3
Pengguna Google,Ongkir kargo mahal dibandingkan yang lainnya.,1
Pengguna Google,banyak promo,5
Pengguna Google,good,5
